STRING ID,ENGLISH,SIMPLIFIED CHINESE / 简体中文,RUSSIAN / РУССКИЙ,SPANISH / ESPAÑOL,PORTUGUESE / PORTUGUÊS (BR),GERMAN / DEUTSCH,KOREAN / 한국어,JAPANESE / 日本語,FRENCH / FRANÇAIS,POLISH / POLSKI,TRADITIONAL CHINESE / 繁体中文,TURKISH / TÜRKÇE
GAME_CHARACTER_EXP,Experience points,经验值,Очки опыта,Puntos de experiencia,Pontos de experiência,Erfahrungspunkte,경험치,経験値,Points d'expérience,Punkty doświadczenia,經驗值,Tecrübe puanı
GAME_CHARACTER_FEMALE,Female,女性,Женщина,Femenino,Feminino,Weiblich,여성,女,Féminin,Żeński,女性,Kadın
GAME_CHARACTER_HEALTH,Health,健康值,Здоровье,Salud,Vida,Gesundheit,체력,ヘルス,Santé,Życie,健康值,Can
GAME_CHARACTER_HEART,Heart,心,Сердце,Corazón,Coração,Herz,하트,ハート,Coeur,Serce,心,Kalp
GAME_CHARACTER_HEART_PLURAL,Hearts,心,Сердца,Corazones,Corações,Herzen,하트,ハート,Coeurs,Serca,心,Kalp
GAME_CHARACTER_LEVEL,Level,等级,Уровень,Nivel,Nível,Level,레벨,レベル,Niveau,Poziom,等級,Seviye
GAME_CHARACTER_LEVEL_UP,Level up!,升级,След. уровень!,¡Subida de nivel!,Subiu de nível!,Level up!,레벨 업!,レベルアップ！,Niveau suivant !,Następny poziom!,升級,Seviye Atladın!
GAME_CHARACTER_LIVES,Lives,生命,Жизни,Vidas,Vidas,Leben,라이프,ライフ,Vies,Życia,生命,Hayat
GAME_CHARACTER_MALE,Male,男性,Мужчина,Masculino,Masculino,Männlich,남성,男,Masculin,Męski,男性,Erkek
GAME_CHARACTER_MAN,Man,男人,Мужчина,Hombre,Homem,Mann,남자,男,Homme,Mężczyzna,男人,Erkek
GAME_CHARACTER_MAN_PLURAL,Men,男人,Мужчины,Hombres,Homens,Männer,남자,男,Hommes,Mężczyźni,男人,Erkek
GAME_CHARACTER_RESPAWN,Respawn,重生,Возрождение,Reaparecer,Renascer,Wiederbelebung,부활,復活,Réapparaître,Odródź,重生,Canlanma
GAME_CHARACTER_RESPAWN_IN,Respawn in:,于此之后重生：,Возрождение через:,Reaparecer en:,Renascimento em:,Wiederbelebung in:,부활 장소:,復活まで：,Réapparition dans :,Odrodzenie za:,於此之后重生：,Canlanma: 
GAME_CHARACTER_RESPAWN_QUESTION,Respawn?,重生？,Возродиться?,¿Reaparecer?,Renascer,Wiederbeleben?,부활하시겠습니까?,復活しますか？,Réapparaître ?,Odrodzić?,重生？,Canlan?
GAME_CHARACTER_RESPAWNING,Respawning,重生中,Возрождение,Reapareciendo,Renascendo,Wiederbeleben,부활하는 중,復活中,Réapparition,Odradzanie,重生中,Canlanıyor
GAME_CHARACTER_SKILL,Skill,技能,Навык,Habilidad,Habilidade,Fähigkeiten,기술,スキル,Compétence,Umiejętność,技能,Yetenek
GAME_CHARACTER_SPAWN_POINT,Spawn Point,重生点,Точка возрождения,Punto de aparición,Ponto de Renascimento,Spawn-Punkt,스폰 지점,復活ポイント,Point d'Apparition,Punkt Odrodzenia,重生點,Canlanma Noktası
GAME_CHARACTER_TRANSGENDER,Transgender,跨性别,Трансгендер,Transgénero,Transgênero,Transsexuell,성전환자,トランスジェンダー,Transgenre,Transpłciowy,跨性別,Travesti
GAME_CHARACTER_WOMAN,Woman,女人,Женщина,Mujer,Mulher,Frau,여자,女,Femme,Kobieta,女人,Kadın
GAME_CHARACTER_WOMAN_PLURAL,Women,女人,Женщины,Mujeres,Mulheres,Frauen,여자,女,Femmes,Kobiety,女人,Kadın
GAME_DAMAGE,Damage,伤害,Повреждение,Daño,Dano,Schaden,손상,ダメージ,Dégâts,Obrażenia,伤害,Hasar
GAME_DAMAGE_CRITICAL_HIT,Critical Hit,暴击,Критический удар,Golpe crítico,Dano crítico,Kritischer Treffer,일격,クリティカルヒット,Coup critique,Cios krytyczny,暴击,Kritik Vuruş
GAME_DAMAGE_CRITICAL_MISS,Critical Miss,严重失误,Критический промах,Fallo crítico,Errou crítico,Kritischer Fehltreffer,일격 빗나감,クリティカルミス,Échec critique,Pudło krytyczne,嚴重失誤,Kritik Iska
GAME_DAMAGE_HIT_NOUN,Hit,击中,Удар,Golpe,Acerto,Treffer,타격,ヒット,Coup,Cios,擊中,Vur
GAME_DAMAGE_HIT_POINTS_PLURAL,Hit points,生命值,Очки здоровья,Puntos de salud,Pontos de vida,Kraftpunkte,체력,ヒットポイント,Points de vie,Punkty życia,生命值,Can puanı
GAME_DAMAGE_MISS_NOUN,Miss,失误,Промах,Fallo,Errou,Verfehlt!,빗나감,ミス,Échec,Pudło,失誤,Iska
GAME_DAMAGE_UNIT,Damage,破坏值,Урон,Punto de daño,Dano,Schaden,대미지,ダメージ,Dégât,Obrażenia,破壞值,Hasar
GAME_DAMAGE_UNIT_PLURAL,Damage,破坏率,Урон,Daños,Danos,Schaden,대미지,ダメージ,Dégâts,Obrażenia,破壞率,Hasar
GAME_ENEMY,Enemy,敌人,Враг,Enemigo,Inimigo,Gegner,적,敵,Ennemi,Przeciwnik,敵人,Düşman
GAME_ENEMY_FEMALE,Enemy,敌人,Враг,Enemiga,Inimiga,Gegnerin,적,敵,Ennemie,Przeciwniczka,敵人,Düşman
GAME_ENEMY_FEMALE_PLURAL,Enemies,敌人,Враги,Enemigas,Inimigas,Gegnerinnen,적들,敵,Ennemies,Przeciwniczki,敵人,Düşmanlar
GAME_ENEMY_PLURAL,Enemies,敌人,Враги,Enemigos,Inimigos,Gegner,적들,敵,Ennemis,Przeciwnicy,敵人,Düşmanlar
GAME_INVENTORY,Inventory,装备栏,Инвентарь,Inventario,Inventário,Inventar,인벤토리,インベントリ,Inventaire,Ekwipunek,裝備,Depo
GAME_INVENTORY_AMMO,Ammo,弹药,Б/П,Munición,Munição,Munition,탄환,弾薬,Munitions,Amunicja,彈藥,Cephane
GAME_INVENTORY_AMMUNITION,Ammunition,弹药值,Боеприпасы,Municiones,Munição,Munition,탄환,弾薬,Munitions,Amunicja,彈藥值,Cephane
GAME_INVENTORY_BULLET,Bullet,子弹,Пуля,Bala,Bala,Patrone,탄,弾,Balle,Posik,子彈,Mermi
GAME_INVENTORY_BULLET_PLURAL,Bullets,子弹,Пули,Balas,Balas,Patronen,탄,弾,Balles,Pociski,子彈,Mermiler
GAME_INVENTORY_BUY,Buy,购买,Купить,Comprar,Comprar,Kaufen,사기,買う,Acheter,Kup,購買,Satın Al
GAME_INVENTORY_CAPACITY,Inventory Capacity,装备容量,Вместимость инвентаря,Capacidad del inventario,Capacidade do Inventário,Inventarkapazität,인벤토리 용량,インベントリ容量,Capacité de l'inventaire,Pojemność Ekwipunku,裝備容量,Depo Kapasitesi
GAME_INVENTORY_DROP,Drop,放下,Бросить,Soltar,Largar,wegwerfen,버리기,捨てる,Jeter,Upuść,放下,Yere At
GAME_INVENTORY_ENCUMBRANCE,Encumbrance,负担,Макс. вес,Carga,Peso,Beladung,인벤토리 무게,持ち運べる量,Encombrement,Obciążenie,負擔,Yük
GAME_INVENTORY_FULL,Inventory Full,装备已满,Инвентарь полон,Inventario lleno,Inventário Cheio,Inventar voll,인벤토리 꽉 참,インベントリがいっぱいです,Inventaire plein,Pełen Ekwipunek,裝備已滿,Depo Dolu
GAME_INVENTORY_ITEM,Item,物品,Предмет,Objeto,Item,Gegenstand,아이템,アイテム,Objet,Przedmiot,物品,Eşya
GAME_INVENTORY_KEY,Key,钥匙,Ключ,Llave,Chave,Schlüssel,열쇠,鍵,Clé,Klucz,鑰匙,Anahtar
GAME_INVENTORY_POWERUP,Power-up,提升功率,Усиление,Potenciador,Powerup,Power-Up,파워 업,パワーアップ,Amélioration,Powerup,提升功率,Güçlendirme
GAME_INVENTORY_SELL,Sell,销售,Продать,Vender,Vender,Verkaufen,팔기,売る,Vendre,Sprzedaj,銷售,Sat
GAME_INVENTORY_USE,Use,使用,Использовать,Usar,Usar,Benutze,사용하기,使用する,Utiliser,Użyj,使用,Kullan
GAME_INVENTORY_WEAPON,Weapon,武器,Оружие,Arma,Arma,Waffe,무기,武器,Arme,Broń,武器,Silah
GAME_INVENTORY_WEAPONS,Weapons,武器,Оружие,Armas,Armas,Waffen,무기,武器,Armes,Bronie,武器,Silahlar
GAME_INVENTORY_YOU_CANNOT_CARRY,You cannot carry any more.,你不能再拿起东西了。,Вы не можете нести больше.,No puedes llevar nada más.,Você não pode carregar mais nada.,Sie können nichts mehr tragen.,더 지닐 수 없습니다.,これ以上持てません。,Vous ne pouvez pas transporter plus,Nie możesz nieść więcej.,你拿不起了。,Daha fazla taşıyamazsın.
GAME_LABEL_BE_CAREFUL,Be careful!,注意,Будьте осторожны!,¡Ten cuidado!,Tenha cuidado!,Sei vorsichtig!,주의하십시오.,気をつけて！,Faites attention !,Uważaj!,注意,Dikkatli Ol!
GAME_LABEL_PLEASE_BE_CAREFUL,Please be careful.,请注意！,Просим быть осторожным!,Por favor ten cuidado.,Por favor tenha cuidado.,Bitte sei vorsichtig.,주의하여 주십시오.,気をつけてください。,S'il vous plaît soyez prudent.,Proszę uważaj.,請注意！,Lütfen dikkatli ol!
GAME_LABEL_TACTICS,Tactics,战术,Тактика,Táctica,Tática,Taktiken,작전,作戦,Tactique,Taktyka,戰術,Taktik
GAME_OBJECTIVE,Objective,目标,Цель,Objetivo,Objetivo,Ziel,목표,目標,Objectif,Cel,目標,Hedef
GAME_OBJECTIVE_ASSIST,Assist,协助,Содействие,Asistencia,Assistência,Hilfe,보조,アシスト,Aide,Asysta,協助,Asist
GAME_OBJECTIVE_ASSIST_PLURAL,Assists,协助,Содействия,Asistencias,Assistências,Hilfen,보조,アシスト,Aides,Asyst,協助,Asistler
GAME_OBJECTIVE_ATTACK,Attack,攻击,Атаковать,Atacar,Atacar,Attackiere,공격,攻める,Attaquer,Atakuj,攻擊,Saldır
GAME_OBJECTIVE_BONUS,Bonus,奖金,Бонус,Bonificación,Bônus,Bonus,보너스,ボーナス,Bonus,Bonus,獎金,Bonus
GAME_OBJECTIVE_CAPTURE,Capture,捉取,Захватить,Capturar,Capturar,Fang,확보,確保する,Capturer,Przechwyć,捉取,Ele Geçir
GAME_OBJECTIVE_COMPLETE,Complete,完成,Завершено,Completo,Completo,Vollständig,완성,完了済,Complet,Ukończona,完成,Tamamlanmış
GAME_OBJECTIVE_DEATH,Death,死亡,Смерть,Muerte,Morte,Tod,사망,デス,Mort,Śmierć,死亡,Ölüm
GAME_OBJECTIVE_DEATH_PLURAL,Deaths,死亡,Смерти,Muertes,Mortes,Tode,사망,デス,Morts,Śmierci,死亡,Ölümler
GAME_OBJECTIVE_DEFEND,Defend,防守,Защищать,Defender,Defender,Verteidige,방어하기,守る,Défendre,Broń,防守,Savun
GAME_OBJECTIVE_DESTROY,Destroy,破坏,Уничтожить,Destruir,Destruir,Zerstöre,파괴하기,破壊する,Détruire,Zniszcz,消滅,Yoket
GAME_OBJECTIVE_ESCAPE,Escape,逃生,Спастись,Escapar,Escapar,Entkomme,탈출하기,逃走する,S'échapper,Uciekaj,逃生,Kaç
GAME_OBJECTIVE_GAME_FINISHED,The End,结束,Конец,Fin,Fim,Ende,끝,終わり,Fin,Koniec,結束,Son
GAME_OBJECTIVE_GAMEOVER,Game over!,游戏结束！,Конец игры!,Fin del juego,Fim de jogo!,Spiel vorbei!,게임 오버!,ゲームオーバー！,Game over !,Koniec gry,游戲結束！,Oyun bitti!
GAME_OBJECTIVE_GAMEOVER_CAPS,GAME OVER!,游戏结束！,КОНЕЦ ИГРЫ!,FIN DEL JUEGO,FIM DE JOGO!,SPIEL VORBEI!,게임 오버,ゲームオーバー！,GAME OVER !,KONIEC GRY,游戲結束！,OYUN BİTTİ!
GAME_OBJECTIVE_HIGH_SCORE,High score,最高评分,Рекорд,Puntuación máxima,Recorde,Höchstpunktzahl,최고 점수,ハイスコア,Meilleur score,Rekord,最高分,Yüksek Skor
GAME_OBJECTIVE_INCOMPLETE,Incomplete,未完成,Не завершено,Incompleto,Incompleto,Unvollständig,미완료,未完了,Incomplet,Nieukończona,未完成,Tamamlanmamış
GAME_OBJECTIVE_KILL,Kill,毁掉,Убить,Asesinar,Matar,Töten,살해하기,キル,Tuer,Zabij,殺,Öldür
GAME_OBJECTIVE_KILL_ASSIST,Kill Assist,助杀,Помощь в убийстве,Asistencia,Morte Assistida,Assistiert,킬 보조,キルアシスト,Assistance,Asysta Zabicia,助殺,Öldürme Asisti
GAME_OBJECTIVE_KILL_NOUN,Kill,击杀,Убийство,Asesinato,Morte,Kill,킬,キル,Meurtre,Zabity,擊殺,Leş
GAME_OBJECTIVE_KILL_PLURAL,Kills,击杀,Убийства,Asesinatos,Mortes,Kills,킬,キル,Meurtres,Zabitych,擊殺,Leş
GAME_OBJECTIVE_LOCKED,Locked,锁定,Закрыто,Cerrado,Bloqueado,Gesperrt,잠김,ロック中,Bloqué,Zamknięte,鎖定,Kilitli
GAME_OBJECTIVE_LOSSES,Losses,失败,Поражения,Derrotas,Derrotas,Niederlagen,패배,敗北,Défaites,Przegranych,失敗,Mağlubiyet
GAME_OBJECTIVE_MATCH,Match,比赛,Матч,Partida,Partida,Spiel,대전,マッチ,Match,Pojedynek,比賽,Maç
GAME_OBJECTIVE_MISSION,Mission,任务,Миссия,Misión,Missão,Mission,임무,ミッション,Mission,Misja,任務,Hedef
GAME_OBJECTIVE_MISSION_OBJECTIVE_PLURAL,Mission Objectives,任务目标,Цели миссии,Objetivos de la misión,Objetivos da missão,Missionsziele,임무의 목표,ミッション目標,Objectifs de la mission,Cele Misji,任務目標,Görev Hedefleri
GAME_OBJECTIVE_MISSION_OBJECTIVE,Mission Objective,任务目标,Цель миссии,Objetivo de la misión,Objetivo da missão,Missionsziel,임무의 목표,ミッション目標,Objectif de la mission,Cel Misji,任務目標,Görev Hedefi
GAME_OBJECTIVE_MULTIPLIER,Multiplier,倍,Множитель,Multiplicador,Multiplicador,Multiplikator,곱수,倍,Multiplicateur,Multiplayer,倍,Çarpan
GAME_OBJECTIVE_PLURAL,Objectives,目标,Цели,Objetivos,Objetivos,Ziele,목표,目標,Objectifs,Cele,目標,Hedefler
GAME_OBJECTIVE_POSITION,Position,位置,Позиция,Posición,Posição,Position,순위,ポジション,Position,Pozycja,位置,Pozisyon
GAME_OBJECTIVE_RACE_LAP,Lap,全程,Круг,Vuelta,Volta,Runde,랩,ラップ,Tour,Okrążenie,全程,Tur
GAME_OBJECTIVE_RACE_LAP_PLURAL,Laps,圈数,Кругов,Vueltas,Voltas,Runden,랩,ラップ,Tours,Okrążenia,圈數,Tur
GAME_OBJECTIVE_ROUND,Round,回合,Раунд,Ronda,Rodada,Runde,횟수,ラウンド,Tour,Runda,回合,Raund
GAME_OBJECTIVE_SCORE,Score,评分,Счёт,Puntuación,Pontuação,Punktzahl,점수,スコア,Score,Punkty,評分,Skor
GAME_OBJECTIVE_TIME,Time,时间,Время,Tiempo,Tempo,Zeit,시간,タイム,Temps,Czas,時間,Süre
GAME_OBJECTIVE_TIME_LEFT,Time left,剩余时间,Оставшееся время,Tiempo restante,Tempo restante,Zeit übrig,남은 시간,残り時間,Temps restant,Pozostało czasu,剩余時間,Kalan Süre
GAME_OBJECTIVE_TOURNAMENT,Tournament,比赛,Турнир,Torneo,Torneio,Wettkampf,토너먼트,トーナメント,Tournoi,Turniej,比賽,Turnuva
GAME_OBJECTIVE_TOURNAMENT_PLURAL,Tournaments,比赛,Турниры,Torneos,Torneios,Wettkämpfe,토너먼트,トーナメント,Tournois,Turnieje,比賽,Turnuvalar
GAME_OBJECTIVE_WINS,Wins,获胜,Победы,Victorias,Vitórias,Siege,승리,勝利,Victoires,Wygranych,獲勝,Galibiyet
GAME_STATUS_DEFEAT,Defeat,失败,Поражение,Derrota,Derrota,Niederlage,패배,敗北,Défaite,Przegrana,失敗,Mağlubiyet
GAME_STATUS_DEFEATED,You have been defeated.,你被击败了。,Вы потерпели поражение.,Has sido derrotado.,Você foi derrotado.,Du wurdest besiegt!,패배하였습니다.,敗北しました。,Vous avez été vaincu.,Pokonano Cię.,你被擊敗了。,Mağlup oldun.
GAME_STATUS_LOSER,Loser,输家,Проигравший,Perdedor,Perdedor,Verlierer,패자,敗者,Perdant,Przegrywasz,輸家,Kaybeden
GAME_STATUS_TEAM_LOST,Your team lost!,你的团队失败,Ваша команда проиграла!,¡Tu equipo ha perdido!,O seu time perdeu!,Team hat verloren,팀 패배,チームの敗北！,Votre équipe a perdu !,Twoja drużyna przegrała!,你的團隊失敗,Takımın kaybetti!
GAME_STATUS_TEAM_WON,Your team won!,你的团队胜利,Ваша команда победила!,¡Tu equipo ha ganado!,O seu time ganhou!,Team hat gewonnen,팀 승리,チームの勝利！,Votre équipe a gagné !,Twoja drużyna wygrała!,你的團隊勝利,Takımın kazandı!
GAME_STATUS_VICTORY,Victory,胜利,Победа,Victoria,Vitória,Sieg,우승,勝利,Victoire,Zwycięstwo,勝利,Galibiyet
GAME_STATUS_WINNER,Winner,赢家,Победитель,Ganador,Vencedor,Gewinner,승자,勝者,Gagnant,Wygrywasz,贏家,Kazanan
GAME_STATUS_YOU_ARE_DEAD,You are dead.,你死了。,Вы мертвы.,Estás muerto.,Você está morto.,Du bist tot.,사망하였습니다.,死にました。,Vous êtes mort.,Nie żyjesz.,你死了。,Ölüsün.
GAME_STATUS_YOU_DIED,You died.,你死了。,Вы умерли.,Has muerto.,Você morreu.,Du bist gestorben.,사망하였습니다.,死にました。,Vous êtes mort.,Nie żyjesz.,你死了。,Öldün.
GAME_STATUS_YOU_LOSE,You lose!,你输了！,Вы проиграли,¡Pierdes!,Você perdeu!,Verloren!,패배하였습니다!,敗北！,Perdu !,Przegrana!,你輸了！,Kaybettin!
GAME_STATUS_YOU_LOST,You lost!,你输了！,Вы проиграли!,¡Perdiste!,Você perdeu!,Du hast verloren!,패배하였습니다!,敗北！,Tu as perdu !,Przegrana!,你輸了！,Kaybettin!
GAME_STATUS_YOU_WIN,You win!,你赢了！,Вы выиграли!,¡Ganas!,Você venceu!,Gewonnen!,승리하였습니다!,勝利！,Gagné !,Wygrana!,你贏了！,Kazandın!
GAME_STATUS_YOU_WON,You won!,你赢了！,Вы выиграли!,¡Ganaste!,Você ganhou!,Du hast gewonnen!,승리하였습니다!,勝利！,Tu as gagné !,Wygrana!,你贏了！,Kazandın!
MENU_CAMERA,Camera,摄影机,Камера,Cámara,Câmera,Kamera,카메라,カメラ,Caméra,Kamera,攝影機,Kamera
MENU_CAMERA_INVERTED,Inverted,反转,Перевёрнутая,Invertido,Invertido,Invertiert,반전,反転,Inversé,Odwrócona,反轉,Ters
MENU_CAMERA_NORMAL,Normal,标准,Обычная,Normal,Normal,Normal,보통,通常,Normal,Normalna,標准,Normal
MENU_CAMERA_XAXIS,Camera X-Axis,摄影机X坐标轴,Камера по оси X,Eje X de la cámara,Eixo X da Câmera,Kamera X-Achse,카메라 가로축,カメラ操作：左右,Axe de Caméra X,Oś X Kamery,攝影機X坐標軸,Kamera X Ekseni
MENU_CAMERA_YAXIS,Camera Y-Axis,摄影机Y坐标轴,Камера по оси Y,Eje Y de la cámara,Eixo Y da Câmera,Kamera Y-Achse,카메라 세로축,カメラ操作：上下,Axe de Caméra Y,Oś Y Kamery,攝影機Y坐標軸,Kamera Y Ekseni
MENU_CONTROLS_BUTTON,Button,按键,Кнопка,Botón,Botão,Knopf,버튼,ボタン,Bouton,Przycisk,按鍵,Buton
MENU_CONTROLS_CLICK,Click,点击,Нажать,Hacer clic,Clique,Anklicken,클릭,クリック,Cliquer,Kliknij,點擊,Tıkla
MENU_CONTROLS_DEADZONE,Dead zone,危险地区,Мёртвая зона,Zona muerta,Zona morta,Tote Zone,데드존,デッドゾーン,Zone morte,Martwa strefa,危險地區,Ölü Bölge
MENU_CONTROLS_DOUBLE_CLICK,Double-click,双击,Двойное нажатие,Hacer doble clic,Clique Duplo,Doppelklick,이중 클릭,ダブルクリック,Double cliquer,Kliknij dwa razy,雙擊,Çift Tıkla
MENU_CONTROLS_DRAG,Drag,拖,Перетащить,Arrastrar,Arrastar,Ziehen,끌기,ドラッグ,Faire glisser,Przeciągnij,拖,Sürükle
MENU_CONTROLS_DRAG_DROP,Drag and drop,拖放,Перенести,Arrastrar y soltar,Arrastar e soltar,Klicken und ziehen,끌어다 놓기,ドラッグ・アンド・ドロップ,Glisser-déposer,Przeciągnij i upuść,拖放,Sürükle ve bırak
MENU_CONTROLS_FINGER,Finger,手指,Палец,Dedo,Dedo,Finger,터치 조작,フィンガー,Doigt,Palec,手指,Parmak
MENU_CONTROLS_GAMEPAD,Gamepad,游戏手柄,Геймпад,Mando,Controle,Gamepad,게임 패드,ゲームパッド,Manette,Kontroler,游戲手柄,Oyun Kumandası
MENU_CONTROLS_GYROSCOPE,Gyroscope,回转仪,Гироскоп,Giroscopio,Giroscópio,Lagesensor,자이로스코프,ジャイロ,Gyroscope,Żyroskop,回轉儀,Jiroskop
MENU_CONTROLS_KEY,Key,键,Клавиша,Tecla,Tecla,Taste,글쇠,キー,Touche,Klawisz,鍵,Tuş
MENU_CONTROLS_KEYBOARD,Keyboard,键盘,Клавиатура,Teclado,Teclado,Tastatur,자판,キーボード,Clavier,Klawiatura,鍵盤,Klavye
MENU_CONTROLS_MOUSE,Mouse,鼠标,Мышь,Ratón,Mouse,Maus,마우스,マウス,Souris,Mysz,鼠標,Fare
MENU_CONTROLS_MOUSE_SENSITIVITY,Mouse sensitivity,鼠标灵敏度,Чувствительность мыши,Sensibilidad,Sensibilidade do mouse,Mausempfindlichkeit,마우스 감도,マウス感度,Sensibilité de la souris,Czułość myszy,鼠標靈敏度,Fare hassasiyeti
MENU_CONTROLS_PINCH,Pinch,捏,Свести пальцы,Pellizcar,Espremer,Zusammenziehen,손가락 모으기,ピンチ,Pincer,Zwęź,捏,Sıkıştır
MENU_CONTROLS_ROTATE,Rotate,环绕,Повернуть,Rotar,Rotacionar,Drehen,돌리기,回転,Pivoter,Obróć,環繞,Döndür
MENU_CONTROLS_SCROLL,Scroll,滚动,Прокрутить,Desplazar,Rolar,Scrollen,스크롤,スクロール,Faire défiler,Przewiń,滾動,Kaydır
MENU_CONTROLS_SHAKE,Shake,震动,Встряхнуть,Sacudir,Vibrar,Schütteln,흔들기,シェイク,Secouer,Potrząśnij,震動,Salla
MENU_CONTROLS_SPREAD,Spread,扩,Раздвинуть пальцы,Extender,Esticar,Auseinanderziehen,손가락 펼치기,スプレッド,Écarter,Rozciągnij,擴,Ayır
MENU_CONTROLS_SWIPE,Swipe,滑动,Провести пальцем,Barrer,Deslizar,Wischen,밀기,スワイプ,Faire glisser,Przejedź,滑動,Kaydır
MENU_CONTROLS_TAP,Tap,点击,Коснуться пальцем,Tocar,Tocar,Antippen,터치하기,タップ,Tapoter,Dotknij,觸摸,Tıkla
MENU_CONTROLS_THE_BUTTON,The button,按键,Кнопка,El botón,O botão,Der Knopf,버튼,ボタン,Le bouton,Przycisk,按鍵,Buton
MENU_CONTROLS_THE_KEY,The key,关键,Клавиша,La tecla,A tecla,Die Taste,글쇠,キー,La touche,Klawisz,關鍵,Tuş
MENU_CONTROLS_TILT,Tilt,倾斜,Наклонить,Rotar,Balançar,Kippen,기울이기,ティルト,Pencher,Przechyl,傾斜,Eğ
MENU_CUSTOMIZE_ARM,Arm,臂,Рука,Brazo,Braço,Arm,팔,腕,Bras,Ramię,臂,Kol
MENU_CUSTOMIZE_ARM_PLURAL,Arms,臂,Руки,Brazos,Braços,Arme,팔,腕,Bras,Ramiona,臂,Kollar
MENU_CUSTOMIZE_CHEST,Chest,胸,Грудь,Pecho,Peito,Brust,가슴,胸,Torse,Pierś,胸,Gövde
MENU_CUSTOMIZE_CHIN,Chin,下巴,Подбородок,Barbilla,Queixo,Kinn,턱,顎,Menton,Broda,下巴,Çene
MENU_CUSTOMIZE_COLOR,Color,颜色,Цвет,Color,Cor,Farbe,색,色,Couleur,Kolor,顏色,Renk
MENU_CUSTOMIZE_EAR,Ear,耳,Ухо,Oreja,Orelha,Ohr,귀,耳,Oreille,Ucho,耳,Kulak
MENU_CUSTOMIZE_EAR_PLURAL,Ears,耳朵,Уши,Orejas,Orelhas,Ohren,귀,耳,Oreilles,Uszy,耳朵,Kulaklar
MENU_CUSTOMIZE_EYE,Eye,眼,Глаз,Ojo,Olho,Auge,눈,目,Oeil,Oko,眼,Göz
MENU_CUSTOMIZE_EYE_PLURAL,Eyes,眼睛,Глаза,Ojos,Olhos,Augen,눈,目,Yeux,Oczy,眼睛,Gözler
MENU_CUSTOMIZE_FEET,Feet,双脚,Стопы,Pies,Pés,Füße,발,足,Pieds,Stopy,雙腳,Ayaklar
MENU_CUSTOMIZE_FOOT,Foot,脚,Стопа,Pie,Pé,Fuß,발,足,Pied,Stopa,腳,Ayak
MENU_CUSTOMIZE_HAIR,Hair,毛发,Волосы,Pelo,Pelo,Haare,털,毛,Poils,Włosy,毛,Saç
MENU_CUSTOMIZE_HAIR_BEARD,Beard,胡子,Борода,Barba,Barba,Bart,수염,髭,Barbe,Zarost,胡子,Sakal
MENU_CUSTOMIZE_HAIR_FUR,Fur,毛皮,Мех,Pelaje,Pelos,Fell,털,毛皮,Pelage,Owłosienie,毛皮,Post
MENU_CUSTOMIZE_HAIR_HEAD,Hair,头发,Прическа,Cabello,Cabelo,Haare,머리카락,髪,Cheveux,Fryzura,頭發,Saç
MENU_CUSTOMIZE_HAND,Hand,手,Кисть,Mano,Mão,Hand,손,手,Main,Ręka,手,El
MENU_CUSTOMIZE_HAND_PLURAL,Hands,手,Кисти,Manos,Mãos,Hände,손,手,Mains,Ręce,手,Eller
MENU_CUSTOMIZE_HEAD,Head,头,Голова,Cabeza,Cabeça,Kopf,머리,頭,Tête,Głowa,頭,Kafa
MENU_CUSTOMIZE_HIPS,Hips,臀部,Бедра,Cadera,Cintura,Hüften,엉덩이,腰,Hanches,Biodra,臀部,Kalça
MENU_CUSTOMIZE_LEG,Leg,腿,Нога,Pierna,Perna,Bein,다리,脚,Jambe,Noga,腿,Bacak
MENU_CUSTOMIZE_LEG_PLURAL,Legs,双腿,Ноги,Piernas,Pernas,Beine,다리,脚,Jambes,Nogi,雙腿,Bacaklar
MENU_CUSTOMIZE_MOUTH,Mouth,嘴巴,Рот,Boca,Boca,Mund,입,口,Bouche,Usta,嘴巴,Ağız
MENU_CUSTOMIZE_NECK,Neck,颈,Шея,Cuello,Pescoço,Genick,목,首,Cou,Szyja,頸,Boyun
MENU_CUSTOMIZE_NOSE,Nose,鼻子,Нос,Nariz,Nariz,Nase,코,鼻,Nez,Nos,鼻子,Burun
MENU_CUSTOMIZE_SKIN,Skin,皮肤,Кожа,Piel,Pele,Haut,피부,肌,Peau,Skóra,皮膚,Deri
MENU_CUSTOMIZE_THORAX,Thorax,胸部,Грудная клетка,Torax,Tórax,Brustkorb,상반신,胸郭,Thorax,Klatka piersiowa,胸部,Göğüs
MENU_DIFFICULTY,Difficulty,难度,Сложность,Dificultad,Dificuldade,Schwierigkeitsgrad,난이도,難易度,Difficulté,Poziom trudności,難度,Zorluk
MENU_DIFFICULTY_EASY,Easy,简单,Просто,Fácil,Fácil,Einfach,쉬움,易しい,Facile,Łatwy,簡單,Kolay
MENU_DIFFICULTY_HARD,Hard,困难,Сложно,Difícil,Difícil,Schwer,어려움,難しい,Difficile,Trudny,困難,Zor
MENU_DIFFICULTY_IMPOSSIBLE,Impossible,不可能,Невозможно,Imposible,Impossível,Unmöglich,불가능,クリア不可能,Impossible,Niemożliwy,不可能,İmkansız
MENU_DIFFICULTY_INSANE,Insane,疯狂,Безумно,Enfermizo,Insano,Wahnsinn,매니악,マニアック,Dément,Szalony,瘋狂,Akıllara Zarar
